Dates,S_Sup,S_Use
2014/1/27,3423,3274
2014/1/28,3423,3274
2014/1/29,3423,3274
2014/1/30,3423,3274
2014/1/31,3454,3304
2014/2/3,3454,3304
2014/2/4,3454,3304
2014/2/5,3454,3304
2014/2/6,3454,3304
2014/2/7,3454,3304
2014/2/10,3454,3304
2014/2/11,3454,3304
2014/2/12,3454,3304
2014/2/13,3454,3304
2014/2/14,3454,3304
2014/2/17,3454,3304
2014/2/18,3454,3304
2014/2/19,3454,3304
2014/2/20,3454,3304
2014/2/21,3454,3304
2014/2/24,3454,3304
2014/2/25,3454,3304
2014/2/26,3454,3304
2014/2/27,3454,3304
2014/2/28,3459,3309
2014/3/3,3459,3309
2014/3/4,3459,3309
2014/3/5,3459,3309
2014/3/6,3459,3309
2014/3/7,3459,3309
2014/3/10,3459,3309
2014/3/11,3459,3309
2014/3/12,3459,3309
2014/3/13,3459,3309
2014/3/14,3459,3309
2014/3/17,3459,3309
2014/3/18,3459,3309
2014/3/19,3459,3309
2014/3/20,3459,3309
2014/3/21,3459,3309
2014/3/24,3459,3309
2014/3/25,3459,3309
2014/3/26,3459,3309
2014/3/27,3459,3309
2014/3/28,3459,3309
2014/3/31,3464,3319
2014/4/1,3464,3319
2014/4/2,3464,3319
2014/4/3,3464,3319
2014/4/4,3464,3319
2014/4/7,3464,3319
2014/4/8,3464,3319
2014/4/9,3464,3319
2014/4/10,3464,3319
2014/4/11,3464,3319
2014/4/14,3464,3319
2014/4/15,3464,3319
2014/4/16,3464,3319
2014/4/17,3464,3319
2014/4/18,3464,3319
2014/4/21,3464,3319
2014/4/22,3464,3319
2014/4/23,3464,3319
2014/4/24,3464,3319
2014/4/25,3464,3319
2014/4/28,3464,3319
2014/4/29,3464,3319
2014/4/30,3494,3360
2014/5/1,3494,3360
2014/5/2,3494,3360
2014/5/5,3494,3360
2014/5/6,3494,3360
2014/5/7,3494,3360
2014/5/8,3494,3360
2014/5/9,3494,3360
2014/5/12,3494,3360
2014/5/13,3494,3360
2014/5/14,3494,3360
2014/5/15,3494,3360
2014/5/16,3494,3360
2014/5/19,3494,3360
2014/5/20,3494,3360
2014/5/21,3494,3360
2014/5/22,3494,3360
2014/5/23,3494,3360
2014/5/26,3494,3360
2014/5/27,3494,3360
2014/5/28,3494,3360
2014/5/29,3494,3360
2014/5/30,3494,3360
2014/6/2,3780,3450
2014/6/3,3780,3450
2014/6/4,3780,3450
2014/6/5,3780,3450
2014/6/6,3780,3450
2014/6/9,3780,3450
2014/6/10,3780,3450
2014/6/11,3780,3450
2014/6/12,3780,3450
2014/6/13,3780,3450
2014/6/16,3780,3450
2014/6/17,3780,3450
2014/6/18,3780,3450
2014/6/19,3780,3450
2014/6/20,3780,3450
2014/6/23,3780,3450
2014/6/24,3780,3450
2014/6/25,3780,3450
2014/6/26,3780,3450
2014/6/27,3780,3450
2014/6/30,3775,3450
2014/7/1,3775,3450
2014/7/2,3775,3450
2014/7/3,3775,3450
2014/7/4,3775,3450
2014/7/7,3775,3450
2014/7/8,3775,3450
2014/7/9,3775,3450
2014/7/10,3775,3450
2014/7/11,3775,3450
2014/7/14,3775,3450
2014/7/15,3775,3450
2014/7/16,3775,3450
2014/7/17,3775,3450
2014/7/18,3775,3450
2014/7/21,3775,3450
2014/7/22,3775,3450
2014/7/23,3775,3450
2014/7/24,3775,3450
2014/7/25,3775,3450
2014/7/28,3775,3450
2014/7/29,3775,3450
2014/7/30,3775,3450
2014/7/31,3955,3541
2014/8/1,3955,3541
2014/8/4,3955,3541
2014/8/5,3955,3541
2014/8/6,3955,3541
2014/8/7,3955,3541
2014/8/8,3955,3541
2014/8/11,3955,3541
2014/8/12,3955,3541
2014/8/13,3955,3541
2014/8/14,3955,3541
2014/8/15,3955,3541
2014/8/18,3955,3541
2014/8/19,3955,3541
2014/8/20,3955,3541
2014/8/21,3955,3541
2014/8/22,3955,3541
2014/8/25,3955,3541
2014/8/26,3955,3541
2014/8/27,3955,3541
2014/8/28,3955,3541
2014/8/29,3955,3541
2014/9/1,3971,3541
2014/9/2,3971,3541
2014/9/3,3971,3541
2014/9/4,3971,3541
2014/9/5,3971,3541
2014/9/8,3971,3541
2014/9/9,3971,3541
2014/9/10,3971,3541
2014/9/11,3971,3541
2014/9/12,3971,3541
2014/9/15,3971,3541
2014/9/16,3971,3541
2014/9/17,3971,3541
2014/9/18,3971,3541
2014/9/19,3971,3541
2014/9/22,3971,3541
2014/9/23,3971,3541
2014/9/24,3971,3541
2014/9/25,3971,3541
2014/9/26,3971,3541
2014/9/29,3971,3541
2014/9/30,4058,3583
2014/10/1,4058,3583
2014/10/2,4058,3583
2014/10/3,4058,3583
2014/10/6,4058,3583
2014/10/7,4058,3583
2014/10/8,4058,3583
2014/10/9,4058,3583
2014/10/10,4058,3583
2014/10/13,4058,3583
2014/10/14,4058,3583
2014/10/15,4058,3583
2014/10/16,4058,3583
2014/10/17,4058,3583
2014/10/20,4058,3583
2014/10/21,4058,3583
2014/10/22,4058,3583
2014/10/23,4058,3583
2014/10/24,4058,3583
2014/10/27,4058,3583
2014/10/28,4058,3583
2014/10/29,4058,3583
2014/10/30,4058,3583
2014/10/31,4034,3583
2014/11/3,4034,3583
2014/11/4,4034,3583
2014/11/5,4034,3583
2014/11/6,4034,3583
2014/11/7,4034,3583
2014/11/10,4034,3583
2014/11/11,4034,3583
2014/11/12,4034,3583
2014/11/13,4034,3583
2014/11/14,4034,3583
2014/11/17,4034,3583
2014/11/18,4034,3583
2014/11/19,4034,3583
2014/11/20,4034,3583
2014/11/21,4034,3583
2014/11/24,4034,3583
2014/11/25,4034,3583
2014/11/26,4034,3583
2014/11/27,4034,3583
2014/11/28,4034,3583
2014/12/1,4065,3615
2014/12/2,4065,3615
2014/12/3,4065,3615
2014/12/4,4065,3615
2014/12/5,4065,3615
2014/12/8,4065,3615
2014/12/9,4065,3615
2014/12/10,4065,3615
2014/12/11,4065,3615
2014/12/12,4065,3615
2014/12/15,4065,3615
2014/12/16,4065,3615
2014/12/17,4065,3615
2014/12/18,4065,3615
2014/12/19,4065,3615
2014/12/22,4065,3615
2014/12/23,4065,3615
2014/12/24,4065,3615
2014/12/25,4065,3615
2014/12/26,4065,3615
2014/12/29,4065,3615
2014/12/30,4065,3615
2014/12/31,4065,3655
2015/1/1,4065,3655
2015/1/2,4065,3655
2015/1/5,4065,3655
2015/1/6,4065,3655
2015/1/7,4065,3655
2015/1/8,4065,3655
2015/1/9,4065,3655
2015/1/12,4065,3655
2015/1/13,4065,3655
2015/1/14,4065,3655
2015/1/15,4065,3655
2015/1/16,4065,3655
2015/1/19,4065,3655
2015/1/20,4065,3655
2015/1/21,4065,3655
2015/1/22,4065,3655
2015/1/23,4065,3655
2015/1/26,4065,3655
2015/1/27,4065,3655
2015/1/28,4065,3655
2015/1/29,4065,3655
2015/1/30,4065,3655
2015/2/2,4076,3666
2015/2/3,4076,3666
2015/2/4,4076,3666
2015/2/5,4076,3666
2015/2/6,4076,3666
2015/2/9,4076,3666
2015/2/10,4076,3666
2015/2/11,4076,3666
2015/2/12,4076,3666
2015/2/13,4076,3666
2015/2/16,4076,3666
2015/2/17,4076,3666
2015/2/18,4076,3666
2015/2/19,4076,3666
2015/2/20,4076,3666
2015/2/23,4076,3666
2015/2/24,4076,3666
2015/2/25,4076,3666
2015/2/26,4076,3666
2015/2/27,4076,3666
2015/3/2,4086,3701
2015/3/3,4086,3701
2015/3/4,4086,3701
2015/3/5,4086,3701
2015/3/6,4086,3701
2015/3/9,4086,3701
2015/3/10,4086,3701
2015/3/11,4086,3701
2015/3/12,4086,3701
2015/3/13,4086,3701
2015/3/16,4086,3701
2015/3/17,4086,3701
2015/3/18,4086,3701
2015/3/19,4086,3701
2015/3/20,4086,3701
2015/3/23,4086,3701
2015/3/24,4086,3701
2015/3/25,4086,3701
2015/3/26,4086,3701
2015/3/27,4086,3701
2015/3/30,4086,3701
2015/3/31,4086,3701
2015/4/1,4086,3701
2015/4/2,4086,3701
2015/4/3,4086,3701
2015/4/6,4086,3701
2015/4/7,4086,3701
2015/4/8,4086,3701
2015/4/9,4086,3701
2015/4/10,4086,3701
2015/4/13,4086,3701
2015/4/14,4086,3701
2015/4/15,4086,3701
2015/4/16,4086,3701
2015/4/17,4086,3701
2015/4/20,4086,3701
2015/4/21,4086,3701
2015/4/22,4086,3701
2015/4/23,4086,3701
2015/4/24,4086,3701
2015/4/27,4086,3701
2015/4/28,4086,3701
2015/4/29,4086,3701
2015/4/30,4091,3721
2015/5/1,4091,3721
2015/5/4,4091,3721
2015/5/5,4091,3721
2015/5/6,4091,3721
2015/5/7,4091,3721
2015/5/8,4091,3721
2015/5/11,4091,3721
2015/5/12,4091,3721
2015/5/13,4091,3721
2015/5/14,4091,3721
2015/5/15,4091,3721
2015/5/18,4091,3721
2015/5/19,4091,3721
2015/5/20,4091,3721
2015/5/21,4091,3721
2015/5/22,4091,3721
2015/5/25,4091,3721
2015/5/26,4091,3721
2015/5/27,4091,3721
2015/5/28,4091,3721
2015/5/29,4091,3721
2015/6/1,4230,3729
2015/6/2,4230,3729
2015/6/3,4230,3729
2015/6/4,4230,3729
2015/6/5,4230,3729
2015/6/8,4230,3729
2015/6/9,4230,3729
2015/6/10,4230,3729
2015/6/11,4230,3729
2015/6/12,4230,3729
2015/6/15,4230,3729
2015/6/16,4230,3729
2015/6/17,4230,3729
2015/6/18,4230,3729
2015/6/19,4230,3729
2015/6/22,4230,3729
2015/6/23,4230,3729
2015/6/24,4230,3729
2015/6/25,4230,3729
2015/6/26,4230,3729
2015/6/29,4230,3729
2015/6/30,4210,3734
2015/7/1,4210,3734
2015/7/2,4210,3734
2015/7/3,4210,3734
2015/7/6,4210,3734
2015/7/7,4210,3734
2015/7/8,4210,3734
2015/7/9,4210,3734
2015/7/10,4210,3734
2015/7/13,4210,3734
2015/7/14,4210,3734
2015/7/15,4210,3734
2015/7/16,4210,3734
2015/7/17,4210,3734
2015/7/20,4210,3734
2015/7/21,4210,3734
2015/7/22,4210,3734
2015/7/23,4210,3734
2015/7/24,4210,3734
2015/7/27,4210,3734
2015/7/28,4210,3734
2015/7/29,4210,3734
2015/7/30,4210,3734
2015/7/31,4170,3744
2015/8/3,4170,3744
2015/8/4,4170,3744
2015/8/5,4170,3744
2015/8/6,4170,3744
2015/8/7,4170,3744
2015/8/10,4170,3744
2015/8/11,4170,3744
2015/8/12,4170,3744
2015/8/13,4170,3744
2015/8/14,4170,3744
2015/8/17,4170,3744
2015/8/18,4170,3744
2015/8/19,4170,3744
2015/8/20,4170,3744
2015/8/21,4170,3744
2015/8/24,4170,3744
2015/8/25,4170,3744
2015/8/26,4170,3744
2015/8/27,4170,3744
2015/8/28,4170,3744
2015/8/31,4186,3717
2015/9/1,4186,3717
2015/9/2,4186,3717
2015/9/3,4186,3717
2015/9/4,4186,3717
2015/9/7,4186,3717
2015/9/8,4186,3717
2015/9/9,4186,3717
2015/9/10,4186,3717
2015/9/11,4186,3717
2015/9/14,4186,3717
2015/9/15,4186,3717
2015/9/16,4186,3717
2015/9/17,4186,3717
2015/9/18,4186,3717
2015/9/21,4186,3717
2015/9/22,4186,3717
2015/9/23,4186,3717
2015/9/24,4186,3717
2015/9/25,4186,3717
2015/9/28,4186,3717
2015/9/29,4186,3717
2015/9/30,4175,3725
2015/10/1,4175,3725
2015/10/2,4175,3725
2015/10/5,4175,3725
2015/10/6,4175,3725
2015/10/7,4175,3725
2015/10/8,4175,3725
2015/10/9,4175,3725
2015/10/12,4175,3725
2015/10/13,4175,3725
2015/10/14,4175,3725
2015/10/15,4175,3725
2015/10/16,4175,3725
2015/10/19,4175,3725
2015/10/20,4175,3725
2015/10/21,4175,3725
2015/10/22,4175,3725
2015/10/23,4175,3725
2015/10/26,4175,3725
2015/10/27,4175,3725
2015/10/28,4175,3725
2015/10/29,4175,3725
2015/10/30,4175,3725
2015/11/2,4109,3685
2015/11/3,4109,3685
2015/11/4,4109,3685
2015/11/5,4109,3685
2015/11/6,4109,3685
2015/11/9,4109,3685
2015/11/10,4109,3685
2015/11/11,4109,3685
2015/11/12,4109,3685
2015/11/13,4109,3685
2015/11/16,4109,3685
2015/11/17,4109,3685
2015/11/18,4109,3685
2015/11/19,4109,3685
2015/11/20,4109,3685
2015/11/23,4109,3685
2015/11/24,4109,3685
2015/11/25,4109,3685
2015/11/26,4109,3685
2015/11/27,4109,3685
2015/11/30,4203,3738
2015/12/1,4203,3738
2015/12/2,4203,3738
2015/12/3,4203,3738
2015/12/4,4203,3738
2015/12/7,4203,3738
2015/12/8,4203,3738
2015/12/9,4203,3738
2015/12/10,4203,3738
2015/12/11,4203,3738
2015/12/14,4203,3738
2015/12/15,4203,3738
2015/12/16,4203,3738
2015/12/17,4203,3738
2015/12/18,4203,3738
2015/12/21,4203,3738
2015/12/22,4203,3738
2015/12/23,4203,3738
2015/12/24,4203,3738
2015/12/25,4203,3738

2015/12/28,4203,3738
2015/12/29,4203,3738
2015/12/30,4203,3738
2015/12/31,4203,3738
2016/1/1,4203,3738
2016/1/4,4203,3738
2016/1/5,4203,3738
2016/1/6,4203,3738
2016/1/7,4203,3738
2016/1/8,4203,3738
2016/1/11,4203,3738
2016/1/12,4203,3738
2016/1/13,4203,3738
2016/1/14,4203,3738
2016/1/15,4203,3738
2016/1/18,4203,3738
2016/1/19,4203,3738
2016/1/20,4203,3738
2016/1/21,4203,3738
2016/1/22,4203,3738
2016/1/25,4203,3738
2016/1/26,4203,3738
2016/1/27,4203,3738
2016/1/28,4203,3738
2016/1/29,4203,3738
2016/2/1,4150,3711
2016/2/2,4150,3711
2016/2/3,4150,3711
2016/2/4,4150,3711
2016/2/5,4150,3711
2016/2/8,4150,3711
2016/2/9,4150,3711
2016/2/10,4150,3711
2016/2/11,4150,3711
2016/2/12,4150,3711
2016/2/15,4150,3711
2016/2/16,4150,3711
2016/2/17,4150,3711
2016/2/18,4150,3711
2016/2/19,4150,3711
2016/2/22,4150,3711
2016/2/23,4150,3711
2016/2/24,4150,3711
2016/2/25,4150,3711
2016/2/26,4150,3711
2016/2/29,4150,3701
2016/3/1,4150,3701
2016/3/2,4150,3701
2016/3/3,4150,3701
2016/3/4,4150,3701
2016/3/7,4150,3701
2016/3/8,4150,3701
2016/3/9,4150,3701
2016/3/10,4150,3701
2016/3/11,4150,3701
2016/3/14,4150,3701
2016/3/15,4150,3701
2016/3/16,4150,3701
2016/3/17,4150,3701
2016/3/18,4150,3701
2016/3/21,4150,3701
2016/3/22,4150,3701
2016/3/23,4150,3701
2016/3/24,4150,3701
2016/3/25,4150,3701
2016/3/28,4150,3701
2016/3/29,4150,3701
2016/3/30,4150,3701
2016/3/31,4150,3690
2016/4/1,4150,3690
2016/4/4,4150,3690
2016/4/5,4150,3690
2016/4/6,4150,3690
2016/4/7,4150,3690
2016/4/8,4150,3690
2016/4/11,4150,3690
2016/4/12,4150,3690
2016/4/13,4150,3690
2016/4/14,4150,3690
2016/4/15,4150,3690
2016/4/18,4150,3690
2016/4/19,4150,3690
2016/4/20,4150,3690
2016/4/21,4150,3690
2016/4/22,4150,3690
2016/4/25,4150,3690
2016/4/26,4150,3690
2016/4/27,4150,3690
2016/4/28,4150,3690
2016/4/29,4150,3690
2016/5/2,4150,3705
2016/5/3,4150,3705
2016/5/4,4150,3705
2016/5/5,4150,3705
2016/5/6,4150,3705
2016/5/9,4150,3705
2016/5/10,4150,3705
2016/5/11,4150,3705
2016/5/12,4150,3705
2016/5/13,4150,3705
2016/5/16,4150,3705
2016/5/17,4150,3705
2016/5/18,4150,3705
2016/5/19,4150,3705
2016/5/20,4150,3705
2016/5/23,4150,3705
2016/5/24,4150,3705
2016/5/25,4150,3705
2016/5/26,4150,3705
2016/5/27,4150,3705
2016/5/30,4150,3705
2016/5/31,4230,3925
2016/6/1,4230,3925
2016/6/2,4230,3925
2016/6/3,4230,3925
2016/6/6,4230,3925
2016/6/7,4230,3925
2016/6/8,4230,3925
2016/6/9,4230,3925
2016/6/10,4230,3925
2016/6/13,4230,3925
2016/6/14,4230,3925
2016/6/15,4230,3925
2016/6/16,4230,3925
2016/6/17,4230,3925
2016/6/20,4230,3925
2016/6/21,4230,3925
2016/6/22,4230,3925
2016/6/23,4230,3925
2016/6/24,4230,3925
2016/6/27,4230,3925
2016/6/28,4230,3925
2016/6/29,4230,3925
2016/6/30,4200,3940
2016/7/1,4200,3940
2016/7/4,4200,3940
2016/7/5,4200,3940
2016/7/6,4200,3940
2016/7/7,4200,3940
2016/7/8,4200,3940
2016/7/11,4200,3940
2016/7/12,4200,3940
2016/7/13,4200,3940
2016/7/14,4200,3940
2016/7/15,4200,3940
2016/7/18,4200,3940
2016/7/19,4200,3940
2016/7/20,4200,3940
2016/7/21,4200,3940
2016/7/22,4200,3940
2016/7/25,4200,3940
2016/7/26,4200,3940
2016/7/27,4200,3940
2016/7/28,4200,3940
2016/7/29,4200,3940
2016/8/1,4260,3970
2016/8/2,4260,3970
2016/8/3,4260,3970
2016/8/4,4260,3970
2016/8/5,4260,3970
2016/8/8,4260,3970
2016/8/9,4260,3970
2016/8/10,4260,3970
2016/8/11,4260,3970
2016/8/12,4260,3970
2016/8/15,4260,3970
2016/8/16,4260,3970
2016/8/17,4260,3970
2016/8/18,4260,3970
2016/8/19,4260,3970
2016/8/22,4260,3970
2016/8/23,4260,3970
2016/8/24,4260,3970
2016/8/25,4260,3970
2016/8/26,4260,3970
2016/8/29,4260,3970
2016/8/30,4260,3970
2016/8/31,4346,4016
2016/9/1,4346,4016
2016/9/2,4346,4016
2016/9/5,4346,4016
2016/9/6,4346,4016
2016/9/7,4346,4016
2016/9/8,4346,4016
2016/9/9,4346,4016
2016/9/12,4346,4016
2016/9/13,4346,4016
2016/9/14,4346,4016
2016/9/15,4346,4016
2016/9/16,4346,4016
2016/9/19,4346,4016
2016/9/20,4346,4016
2016/9/21,4346,4016
2016/9/22,4346,4016
2016/9/23,4346,4016
2016/9/26,4346,4016
2016/9/27,4346,4016
2016/9/28,4346,4016
2016/9/29,4346,4016
2016/9/30,4426,4061
2016/10/3,4426,4061
2016/10/4,4426,4061
2016/10/5,4426,4061
2016/10/6,4426,4061
2016/10/7,4426,4061
2016/10/10,4426,4061
2016/10/11,4426,4061
2016/10/12,4426,4061
2016/10/13,4426,4061
2016/10/14,4426,4061
2016/10/17,4426,4061
2016/10/18,4426,4061
2016/10/19,4426,4061
2016/10/20,4426,4061
2016/10/21,4426,4061
2016/10/24,4426,4061
2016/10/25,4426,4061
2016/10/26,4426,4061
2016/10/27,4426,4061
2016/10/28,4426,4061
2016/10/31,4496,4101
2016/11/1,4496,4101
2016/11/2,4496,4101
2016/11/3,4496,4101
2016/11/4,4496,4101
2016/11/7,4496,4101
2016/11/8,4496,4101
2016/11/9,4496,4101
2016/11/10,4496,4101
2016/11/11,4496,4101
2016/11/14,4496,4101
2016/11/15,4496,4101
2016/11/16,4496,4101
2016/11/17,4496,4101
2016/11/18,4496,4101
2016/11/21,4496,4101
2016/11/22,4496,4101
2016/11/23,4496,4101
2016/11/24,4496,4101
2016/11/25,4496,4101
2016/11/28,4496,4101
2016/11/29,4496,4101
2016/11/30,4588,4108
2016/12/1,4588,4108
2016/12/2,4588,4108
2016/12/5,4588,4108
2016/12/6,4588,4108
2016/12/7,4588,4108
2016/12/8,4588,4108
2016/12/9,4588,4108
2016/12/12,4588,4108
2016/12/13,4588,4108
2016/12/14,4588,4108
2016/12/15,4588,4108
2016/12/16,4588,4108
2016/12/19,4588,4108
2016/12/20,4588,4108
2016/12/21,4588,4108
2016/12/22,4588,4108
2016/12/23,4588,4108
2016/12/26,4588,4108
2016/12/27,4588,4108
2016/12/28,4588,4108
2016/12/29,4588,4108
2016/12/30,4588,4108
2017/1/2,4588,4108
2017/1/3,4588,4108
2017/1/4,4588,4108
2017/1/5,4588,4108
2017/1/6,4588,4108
2017/1/9,4588,4108
2017/1/10,4588,4108
2017/1/11,4588,4108
2017/1/12,4588,4108
2017/1/13,4588,4108
2017/1/16,4588,4108
2017/1/17,4588,4108
2017/1/18,4588,4108
2017/1/19,4588,4108
2017/1/20,4588,4108
2017/1/23,4588,4108
2017/1/24,4588,4108
2017/1/25,4588,4108
2017/1/26,4588,4108
2017/1/27,4588,4108
2017/1/30,4588,4108
2017/1/31,4528,4108
2017/2/1,4528,4108
2017/2/2,4528,4108
2017/2/3,4528,4108
2017/2/6,4528,4108
2017/2/7,4528,4108
2017/2/8,4528,4108
2017/2/9,4528,4108
2017/2/10,4528,4108
2017/2/13,4528,4108
2017/2/14,4528,4108
2017/2/15,4528,4108
2017/2/16,4528,4108
2017/2/17,4528,4108
2017/2/20,4528,4108
2017/2/21,4528,4108
2017/2/22,4528,4108
2017/2/23,4528,4108
2017/2/24,4528,4108
2017/2/27,4528,4108
2017/2/28,4528,4108
2017/3/1,4528,4108
2017/3/2,4528,4108
2017/3/3,4528,4108
2017/3/6,4528,4108
2017/3/7,4528,4108
2017/3/8,4528,4108
2017/3/9,4528,4108
2017/3/10,4528,4108
2017/3/13,4528,4108
2017/3/14,4528,4108
2017/3/15,4528,4108
2017/3/16,4528,4108
2017/3/17,4528,4108
2017/3/20,4528,4108
2017/3/21,4528,4108
2017/3/22,4528,4108
2017/3/23,4528,4108
2017/3/24,4528,4108
2017/3/27,4528,4108
2017/3/28,4528,4108
2017/3/29,4528,4108
2017/3/30,4528,4108
2017/3/31,4528,4093
2017/4/3,4528,4093
2017/4/4,4528,4093
2017/4/5,4528,4093
2017/4/6,4528,4093
2017/4/7,4528,4093
2017/4/10,4528,4093
2017/4/11,4528,4093
2017/4/12,4528,4093
2017/4/13,4528,4093
2017/4/14,4528,4093
2017/4/17,4528,4093
2017/4/18,4528,4093
2017/4/19,4528,4093
2017/4/20,4528,4093
2017/4/21,4528,4093
2017/4/24,4528,4093
2017/4/25,4528,4093
2017/4/26,4528,4093
2017/4/27,4528,4093
2017/4/28,4528,4093
2017/5/1,4528,4083
2017/5/2,4528,4083
2017/5/3,4528,4083
2017/5/4,4528,4083
2017/5/5,4528,4083
2017/5/8,4528,4083
2017/5/9,4528,4083
2017/5/10,4528,4083
2017/5/11,4528,4083
2017/5/12,4528,4083
2017/5/15,4528,4083
2017/5/16,4528,4083
2017/5/17,4528,4083
2017/5/18,4528,4083
2017/5/19,4528,4083
2017/5/22,4528,4083
2017/5/23,4528,4083
2017/5/24,4528,4083
2017/5/25,4528,4083
2017/5/26,4528,4083
2017/5/29,4528,4083
2017/5/30,4528,4083
2017/5/31,4715,4235
2017/6/1,4715,4235
2017/6/2,4715,4235
2017/6/5,4715,4235
2017/6/6,4715,4235
2017/6/7,4715,4235
2017/6/8,4715,4235
2017/6/9,4715,4235
2017/6/12,4715,4235
2017/6/13,4715,4235
2017/6/14,4715,4235
2017/6/15,4715,4235
2017/6/16,4715,4235
2017/6/19,4715,4235
2017/6/20,4715,4235
2017/6/21,4715,4235
2017/6/22,4715,4235
2017/6/23,4715,4235
2017/6/26,4715,4235
2017/6/27,4715,4235
2017/6/28,4715,4235
2017/6/29,4715,4235
2017/6/30,4730,4235
2017/7/3,4730,4235
2017/7/4,4730,4235
2017/7/5,4730,4235
2017/7/6,4730,4235
2017/7/7,4730,4235
2017/7/10,4730,4235
2017/7/11,4730,4235
2017/7/12,4730,4235
2017/7/13,4730,4235
2017/7/14,4730,4235
2017/7/17,4730,4235
2017/7/18,4730,4235
2017/7/19,4730,4235
2017/7/20,4730,4235
2017/7/21,4730,4235
2017/7/24,4730,4235
2017/7/25,4730,4235
2017/7/26,4730,4235
2017/7/27,4730,4235
2017/7/28,4730,4235
2017/7/31,4695,4235
2017/8/1,4695,4235
2017/8/2,4695,4235
2017/8/3,4695,4235
2017/8/4,4695,4235
2017/8/7,4695,4235
2017/8/8,4695,4235
2017/8/9,4695,4235
2017/8/10,4695,4235
2017/8/11,4695,4235
2017/8/14,4695,4235
2017/8/15,4695,4235
2017/8/16,4695,4235
2017/8/17,4695,4235
2017/8/18,4695,4235
2017/8/21,4695,4235
2017/8/22,4695,4235
2017/8/23,4695,4235
2017/8/24,4695,4235
2017/8/25,4695,4235
2017/8/28,4695,4235
2017/8/29,4695,4235
2017/8/30,4695,4235
2017/8/31,4777,4301
2017/9/1,4777,4301
2017/9/4,4777,4301
2017/9/5,4777,4301
2017/9/6,4777,4301
2017/9/7,4777,4301
2017/9/8,4777,4301
2017/9/11,4777,4301
2017/9/12,4777,4301
2017/9/13,4777,4301
2017/9/14,4777,4301
2017/9/15,4777,4301
2017/9/18,4777,4301
2017/9/19,4777,4301
2017/9/20,4777,4301
2017/9/21,4777,4301
2017/9/22,4777,4301
2017/9/25,4777,4301
2017/9/26,4777,4301
2017/9/27,4777,4301
2017/9/28,4777,4301
2017/9/29,4777,4301
2017/10/2,4801,4326
2017/10/3,4801,4326
2017/10/4,4801,4326
2017/10/5,4801,4326
2017/10/6,4801,4326
2017/10/9,4801,4326
2017/10/10,4801,4326
2017/10/11,4801,4326
2017/10/12,4801,4326
2017/10/13,4801,4326
2017/10/16,4801,4326
2017/10/17,4801,4326
2017/10/18,4801,4326
2017/10/19,4801,4326
2017/10/20,4801,4326
2017/10/23,4801,4326
2017/10/24,4801,4326
2017/10/25,4801,4326
2017/10/26,4801,4326
2017/10/27,4801,4326
2017/10/30,4801,4326
2017/10/31,4757,4326
2017/11/1,4757,4326
2017/11/2,4757,4326
2017/11/3,4757,4326
2017/11/6,4757,4326
2017/11/7,4757,4326
2017/11/8,4757,4326
2017/11/9,4757,4326
2017/11/10,4757,4326
2017/11/13,4757,4326
2017/11/14,4757,4326
2017/11/15,4757,4326
2017/11/16,4757,4326
2017/11/17,4757,4326
2017/11/20,4757,4326
2017/11/21,4757,4326
2017/11/22,4757,4326
2017/11/23,4757,4326
2017/11/24,4757,4326
2017/11/27,4757,4326
2017/11/28,4757,4326
2017/11/29,4757,4326
2017/11/30,4752,4326
2017/12/1,4752,4326
2017/12/4,4752,4326
2017/12/5,4752,4326
2017/12/6,4752,4326
2017/12/7,4752,4326
2017/12/8,4752,4326
2017/12/11,4752,4326
2017/12/12,4752,4326
2017/12/13,4752,4326
2017/12/14,4752,4326
2017/12/15,4752,4326
2017/12/18,4752,4326
2017/12/19,4752,4326
2017/12/20,4752,4326
2017/12/21,4752,4326
2017/12/22,4752,4326
2017/12/25,4752,4326
2017/12/26,4752,4326
2017/12/27,4752,4326
2017/12/28,4752,4326
2017/12/29,4752,4326
2018/1/1,4752,4306
2018/1/2,4752,4306
2018/1/3,4752,4306
2018/1/4,4752,4306
2018/1/5,4752,4306
2018/1/8,4752,4306
2018/1/9,4752,4306
2018/1/10,4752,4306
2018/1/11,4752,4306
2018/1/12,4752,4306
2018/1/15,4752,4306
2018/1/16,4752,4306
2018/1/17,4752,4306
2018/1/18,4752,4306
2018/1/19,4752,4306
2018/1/22,4752,4306
2018/1/23,4752,4306
2018/1/24,4752,4306
2018/1/25,4752,4306
2018/1/26,4752,4306
2018/1/29,4752,4306
2018/1/30,4752,4306
2018/1/31,4718,4248
2018/2/1,4718,4248
2018/2/2,4718,4248
2018/2/5,4718,4248
2018/2/6,4718,4248
2018/2/7,4718,4248
2018/2/8,4718,4248
2018/2/9,4718,4248
2018/2/12,4718,4248
2018/2/13,4718,4248
2018/2/14,4718,4248
2018/2/15,4718,4248
2018/2/16,4718,4248
2018/2/19,4718,4248
2018/2/20,4718,4248
2018/2/21,4718,4248
2018/2/22,4718,4248
2018/2/23,4718,4248
2018/2/26,4718,4248
2018/2/27,4718,4248
2018/2/28,4718,4188
2018/3/1,4718,4188
2018/3/2,4718,4188
2018/3/5,4718,4188
2018/3/6,4718,4188
2018/3/7,4718,4188
2018/3/8,4718,4188
2018/3/9,4718,4188
