Dates,S_Close,S_Open,upper,lower,ending
2010/3/12,926.0,931.5,999.5775727712725,930.3258755045896,1305.2721666105676
2010/3/15,930.0,926.25,999.5775727712725,930.3258755045896,1305.2721666105676
2010/3/16,945.0,930.5,999.5775727712725,930.3258755045896,1305.2721666105676
2010/3/17,959.0,944.0,999.5775727712725,930.3258755045896,1305.2721666105676
2010/3/18,959.5,957.5,999.5775727712725,930.3258755045896,1305.2721666105676
2010/3/19,961.75,959.5,999.5775727712725,930.3258755045896,1305.2721666105676
2010/3/22,968.5,959.75,999.5775727712725,930.3258755045896,1305.2721666105676
2010/3/23,968.0,966.75,999.5775727712725,930.3258755045896,1305.2721666105676
2010/3/24,960.0,967.75,999.5775727712725,930.3258755045896,1305.2721666105676
2010/3/25,942.5,958.0,999.5775727712725,930.3258755045896,1305.2721666105676
2010/3/26,952.0,942.75,999.5775727712725,930.3258755045896,1305.2721666105676
2010/3/29,967.5,952.5,999.5775727712725,930.3258755045896,1305.2721666105676
2010/3/30,974.0,967.5,999.5775727712725,930.3258755045896,1305.2721666105676
2010/3/31,941.0,972.0,999.5775727712725,930.3258755045896,1305.2721666105676
2010/4/1,942.0,940.0,999.5775727712725,930.3258755045896,1305.2721666105676
2010/4/2,942.0,940.0,999.5775727712725,930.3258755045896,1305.2721666105676
2010/4/5,936.0,942.0,999.5775727712725,930.3258755045896,1305.2721666105676
2010/4/6,944.5,936.0,999.5775727712725,930.3258755045896,1305.2721666105676
2010/4/7,952.5,942.5,999.5775727712725,930.3258755045896,1305.2721666105676
2010/4/8,946.5,950.25,999.5775727712725,930.3258755045896,1305.2721666105676
2010/4/9,952.25,946.0,999.5775727712725,930.3258755045896,1305.2721666105676
2010/4/12,960.0,954.5,999.5775727712725,930.3258755045896,1305.2721666105676
2010/4/13,968.0,958.25,999.5775727712725,930.3258755045896,1305.2721666105676
2010/4/14,969.0,968.0,999.5775727712725,930.3258755045896,1305.2721666105676
2010/4/15,984.0,968.5,999.5775727712725,930.3258755045896,1305.2721666105676
2010/4/16,985.25,983.0,999.5775727712725,930.3258755045896,1305.2721666105676
2010/4/19,976.75,981.5,999.5775727712725,930.3258755045896,1305.2721666105676
2010/4/20,984.0,977.5,999.5775727712725,930.3258755045896,1305.2721666105676
2010/4/21,995.5,985.0,999.5775727712725,930.3258755045896,1305.2721666105676
2010/4/22,1004.25,995.0,999.5775727712725,930.3258755045896,1305.2721666105676
2010/4/23,1000.0,1002.25,999.5775727712725,930.3258755045896,1305.2721666105676
2010/4/26,998.75,996.0,999.5775727712725,930.3258755045896,1305.2721666105676
2010/4/27,982.75,997.75,999.5775727712725,930.3258755045896,1305.2721666105676
2010/4/28,982.75,982.0,999.5775727712725,930.3258755045896,1305.2721666105676
2010/4/29,985.75,983.0,999.5775727712725,930.3258755045896,1305.2721666105676
2010/4/30,989.5,985.0,999.5775727712725,930.3258755045896,1306.7970250304274
2010/5/3,975.75,988.25,999.5775727712725,930.3258755045896,1306.7970250304274
2010/5/4,977.0,975.25,999.5775727712725,930.3258755045896,1306.7970250304274
2010/5/5,968.25,978.5,999.5775727712725,930.3258755045896,1306.7970250304274
2010/5/6,945.5,969.0,999.5775727712725,930.3258755045896,1306.7970250304274
2010/5/7,951.25,945.75,999.5775727712725,930.3258755045896,1306.7970250304274
2010/5/10,952.75,954.25,999.5775727712725,930.3258755045896,1306.7970250304274
2010/5/11,958.25,953.0,972.7702101983563,933.4172898016437,1115.827314482403
2010/5/12,959.5,958.75,972.7702101983563,933.4172898016437,1115.827314482403
2010/5/13,960.5,958.25,972.7702101983563,933.4172898016437,1115.827314482403
2010/5/14,948.0,960.5,972.7702101983563,933.4172898016437,1115.827314482403
2010/5/17,941.0,954.0,972.7702101983563,933.4172898016437,1115.827314482403
2010/5/18,939.5,943.0,972.7702101983563,933.4172898016437,1115.827314482403
2010/5/19,938.5,938.5,972.7702101983563,933.4172898016437,1115.827314482403
2010/5/20,944.0,941.5,972.7702101983563,933.4172898016437,1115.827314482403
2010/5/21,941.0,944.75,972.7702101983563,933.4172898016437,1115.827314482403
2010/5/24,940.5,941.0,972.7702101983563,933.4172898016437,1115.827314482403
2010/5/25,930.5,939.0,972.7702101983563,933.4172898016437,1115.827314482403
2010/5/26,938.0,934.25,972.7702101983563,933.4172898016437,1115.827314482403
2010/5/27,951.75,936.75,972.7702101983563,933.4172898016437,1115.827314482403
2010/5/28,937.75,951.75,972.7702101983563,933.4172898016437,1115.827314482403
2010/5/31,937.75,951.75,972.7702101983563,933.4172898016437,1115.827314482403
2010/6/1,932.0,939.25,972.7702101983563,933.4172898016437,1115.827314482403
2010/6/2,932.5,931.5,972.7702101983563,933.4172898016437,1115.827314482403
2010/6/3,955.0,934.0,972.7702101983563,933.4172898016437,1115.827314482403
2010/6/4,935.0,955.0,972.7702101983563,933.4172898016437,1115.827314482403
2010/6/7,935.0,934.0,972.7702101983563,933.4172898016437,1115.827314482403
2010/6/8,931.0,934.0,972.7702101983563,933.4172898016437,1115.827314482403
2010/6/9,943.5,929.75,972.7702101983563,933.4172898016437,1115.827314482403
2010/6/10,935.0,942.75,972.7702101983563,933.4172898016437,1115.827314482403
2010/6/11,946.25,935.0,972.7702101983563,933.4172898016437,1115.827314482403
2010/6/14,951.5,945.0,972.7702101983563,933.4172898016437,1115.827314482403
2010/6/15,949.5,949.75,972.7702101983563,933.4172898016437,1115.827314482403
2010/6/16,957.75,949.5,972.7702101983563,933.4172898016437,1115.827314482403
2010/6/17,952.0,957.0,972.7702101983563,933.4172898016437,1115.827314482403
2010/6/18,961.0,953.5,972.7702101983563,933.4172898016437,1115.827314482403
2010/6/21,963.25,965.25,972.7702101983563,933.4172898016437,1115.827314482403
2010/6/22,965.5,963.25,972.7702101983563,933.4172898016437,1115.827314482403
2010/6/23,958.0,964.25,972.7702101983563,933.4172898016437,1115.827314482403
2010/6/24,955.5,958.0,972.7702101983563,933.4172898016437,1115.827314482403
2010/6/25,957.0,956.0,972.7702101983563,933.4172898016437,1115.827314482403
2010/6/28,955.0,958.25,972.7702101983563,933.4172898016437,1115.827314482403
2010/6/29,947.25,957.5,972.7702101983563,933.4172898016437,1115.827314482403
2010/6/30,948.5,948.5,1169.0,1069.0,1119.8020676621923
2010/7/1,953.5,948.5,1169.0,1069.0,1119.8020676621923
2010/7/2,962.75,951.0,1169.0,1069.0,1119.8020676621923
2010/7/5,962.75,951.0,1169.0,1069.0,1119.8020676621923
2010/7/6,964.25,962.5,1169.0,1069.0,1119.8020676621923
2010/7/7,993.0,964.0,1169.0,1069.0,1119.8020676621923
2010/7/8,1012.5,989.5,1169.0,1069.0,1119.8020676621923
2010/7/9,1025.5,1012.5,1009.2424888756573,936.6998188166503,1120.6036215742247
2010/7/12,1031.75,1024.75,1009.2424888756573,936.6998188166503,1120.6036215742247
2010/7/13,1030.5,1034.0,1009.2424888756573,936.6998188166503,1120.6036215742247
2010/7/14,1036.0,1030.5,1009.2424888756573,936.6998188166503,1120.6036215742247
2010/7/15,1019.0,995.75,1009.2424888756573,936.6998188166503,1120.6036215742247
2010/7/16,1019.5,1018.0,1009.2424888756573,936.6998188166503,1120.6036215742247
2010/7/19,1008.0,1007.25,1009.2424888756573,936.6998188166503,1120.6036215742247
2010/7/20,1011.75,1006.75,1009.2424888756573,936.6998188166503,1120.6036215742247
2010/7/21,1015.25,1012.0,1009.2424888756573,936.6998188166503,1120.6036215742247
2010/7/22,1016.0,1013.5,1009.2424888756573,936.6998188166503,1120.6036215742247
2010/7/23,1017.0,1015.25,1009.2424888756573,936.6998188166503,1120.6036215742247
2010/7/26,998.25,1014.0,1009.2424888756573,936.6998188166503,1120.6036215742247
2010/7/27,998.0,997.5,1009.2424888756573,936.6998188166503,1120.6036215742247
2010/7/28,1010.5,998.0,1009.2424888756573,936.6998188166503,1120.6036215742247
2010/7/29,1026.75,1012.5,1009.2424888756573,936.6998188166503,1120.6036215742247
2010/7/30,1052.5,1026.25,1009.2424888756573,936.6998188166503,1120.6036215742247
2010/8/2,1053.25,1051.75,1009.2424888756573,936.6998188166503,1120.6036215742247
2010/8/3,1053.5,1051.0,1009.2424888756573,936.6998188166503,1120.6036215742247
2010/8/4,1053.0,1048.0,1009.2424888756573,936.6998188166503,1120.6036215742247
2010/8/5,1055.0,1054.0,1009.2424888756573,936.6998188166503,1120.6036215742247
2010/8/6,1059.0,1052.25,1009.2424888756573,936.6998188166503,1120.6036215742247
2010/8/9,1048.5,1057.75,1009.2424888756573,936.6998188166503,1120.6036215742247
2010/8/10,1036.25,1047.0,1009.2424888756573,936.6998188166503,1120.6036215742247
2010/8/11,1044.5,1038.0,1009.2424888756573,936.6998188166503,1120.6036215742247
2010/8/12,1057.0,1049.5,1104.0563974577021,1040.743602542298,1120.6036215742247
2010/8/13,1052.0,1075.0,1104.0563974577021,1040.743602542298,1120.6036215742247
2010/8/16,1034.0,1042.25,1104.0563974577021,1040.743602542298,1120.6036215742247
2010/8/17,1045.25,1029.5,1104.0563974577021,1040.743602542298,1120.6036215742247
2010/8/18,1035.25,1044.75,1104.0563974577021,1040.743602542298,1120.6036215742247
2010/8/19,1016.75,1035.0,1104.0563974577021,1040.743602542298,1120.6036215742247
2010/8/20,1009.25,1017.0,1104.0563974577021,1040.743602542298,1120.6036215742247
2010/8/23,1007.0,1009.0,1104.0563974577021,1040.743602542298,1120.6036215742247
2010/8/24,999.5,1007.0,1104.0563974577021,1040.743602542298,1120.6036215742247
2010/8/25,1000.0,999.25,1104.0563974577021,1040.743602542298,1120.6036215742247
2010/8/26,1013.0,1000.5,1104.0563974577021,1040.743602542298,1120.6036215742247
2010/8/27,1022.0,1013.25,1104.0563974577021,1040.743602542298,1120.6036215742247
2010/8/30,1018.0,1024.25,1104.0563974577021,1040.743602542298,1120.6036215742247
2010/8/31,1008.0,1015.0,1104.0563974577021,1040.743602542298,1120.6036215742247
2010/9/1,1004.5,1008.75,1104.0563974577021,1040.743602542298,1120.6036215742247
2010/9/2,1007.5,1005.75,1104.0563974577021,1040.743602542298,1120.6036215742247
2010/9/3,1029.75,1008.5,1104.0563974577021,1040.743602542298,1120.6036215742247
2010/9/6,1029.75,1008.5,1104.0563974577021,1040.743602542298,1120.6036215742247
2010/9/7,1043.75,1031.25,1104.0563974577021,1040.743602542298,1120.6036215742247
2010/9/8,1041.25,1041.0,1104.0563974577021,1040.743602542298,1120.6036215742247
2010/9/9,1037.75,1036.25,1104.0563974577021,1040.743602542298,1120.6036215742247
2010/9/10,1023.5,1025.0,1178.0,1078.0,1128.7438781825213
2010/9/13,1025.25,1021.0,1178.0,1078.0,1128.7438781825213
2010/9/14,1025.0,1026.75,1178.0,1078.0,1128.7438781825213
2010/9/15,1042.5,1035.0,1178.0,1078.0,1128.7438781825213
2010/9/16,1036.25,1043.0,1178.0,1078.0,1128.7438781825213
2010/9/17,1069.0,1036.75,1178.0,1078.0,1128.7438781825213
2010/9/20,1084.5,1069.0,1178.0,1078.0,1128.7438781825213
2010/9/21,1080.0,1083.75,1178.0,1078.0,1128.7438781825213
2010/9/22,1088.5,1080.0,1178.0,1078.0,1128.7438781825213
2010/9/23,1093.5,1091.0,1178.0,1078.0,1128.7438781825213
2010/9/24,1126.0,1093.0,1178.0,1078.0,1128.7438781825213
2010/9/27,1128.5,1126.0,1178.0,1078.0,1128.7438781825213
2010/9/28,1110.0,1127.0,1178.0,1078.0,1128.7438781825213
2010/9/29,1099.0,1108.0,1178.0,1078.0,1128.7438781825213
2010/9/30,1106.75,1098.75,1178.0,1078.0,1128.7438781825213
2010/10/1,1057.0,1105.5,1178.0,1078.0,1128.7438781825213
2010/10/4,1054.0,1055.0,1178.0,1078.0,1128.7438781825213
2010/10/5,1071.75,1053.75,1178.0,1078.0,1128.7438781825213
2010/10/6,1062.0,1070.0,1178.0,1078.0,1128.7438781825213
2010/10/7,1065.0,1061.75,1178.0,1078.0,1128.7438781825213
2010/10/8,1135.0,1064.0,1337.2361520038164,1207.756495055007,1210.2259896569021
2010/10/11,1152.5,1155.0,1337.2361520038164,1207.756495055007,1210.2259896569021
2010/10/12,1178.5,1154.0,1337.2361520038164,1207.756495055007,1210.2259896569021
2010/10/13,1176.5,1177.5,1337.2361520038164,1207.756495055007,1210.2259896569021
2010/10/14,1188.5,1176.5,1337.2361520038164,1207.756495055007,1210.2259896569021
2010/10/15,1185.0,1189.0,1337.2361520038164,1207.756495055007,1210.2259896569021
2010/10/18,1184.0,1182.0,1337.2361520038164,1207.756495055007,1210.2259896569021
2010/10/19,1180.0,1184.25,1337.2361520038164,1207.756495055007,1210.2259896569021
2010/10/20,1212.0,1178.0,1337.2361520038164,1207.756495055007,1210.2259896569021
2010/10/21,1201.5,1212.0,1337.2361520038164,1207.756495055007,1210.2259896569021
2010/10/22,1199.5,1203.0,1337.2361520038164,1207.756495055007,1210.2259896569021
2010/10/25,1217.75,1202.5,1337.2361520038164,1207.756495055007,1210.2259896569021
2010/10/26,1219.0,1217.0,1337.2361520038164,1207.756495055007,1210.2259896569021
2010/10/27,1223.75,1221.75,1337.2361520038164,1207.756495055007,1210.2259896569021
2010/10/28,1225.0,1222.75,1337.2361520038164,1207.756495055007,1210.2259896569021
2010/10/29,1226.0,1224.25,1337.2361520038164,1207.756495055007,1210.2259896569021
2010/11/1,1225.25,1230.25,1337.2361520038164,1207.756495055007,1210.2259896569021
2010/11/2,1223.75,1225.25,1337.2361520038164,1207.756495055007,1210.2259896569021
2010/11/3,1227.5,1225.25,1337.2361520038164,1207.756495055007,1210.2259896569021
2010/11/4,1264.75,1230.5,1337.2361520038164,1207.756495055007,1210.2259896569021
2010/11/5,1273.5,1264.75,1337.2361520038164,1207.756495055007,1210.2259896569021
2010/11/8,1264.5,1273.75,1337.2361520038164,1207.756495055007,1210.2259896569021
2010/11/9,1319.25,1263.5,1355.4733194113064,1250.87450667565,1312.9782232874288
2010/11/10,1309.5,1315.25,1355.4733194113064,1250.87450667565,1312.9782232874288
2010/11/11,1330.25,1311.75,1355.4733194113064,1250.87450667565,1312.9782232874288
2010/11/12,1263.0,1335.0,1355.4733194113064,1250.87450667565,1312.9782232874288
2010/11/15,1286.5,1266.0,1355.4733194113064,1250.87450667565,1312.9782232874288
2010/11/16,1219.75,1286.25,1355.4733194113064,1250.87450667565,1312.9782232874288
2010/11/17,1205.0,1221.25,1355.4733194113064,1250.87450667565,1312.9782232874288
2010/11/18,1242.0,1208.75,1355.4733194113064,1250.87450667565,1312.9782232874288
2010/11/19,1201.5,1244.0,1355.4733194113064,1250.87450667565,1312.9782232874288
2010/11/22,1221.5,1196.0,1355.4733194113064,1250.87450667565,1312.9782232874288
2010/11/23,1239.0,1225.0,1355.4733194113064,1250.87450667565,1312.9782232874288
2010/11/24,1255.0,1241.25,1355.4733194113064,1250.87450667565,1312.9782232874288
2010/11/25,1255.0,1241.25,1355.4733194113064,1250.87450667565,1312.9782232874288
2010/11/26,1238.5,1247.0,1355.4733194113064,1250.87450667565,1312.9782232874288
2010/11/29,1235.0,1240.0,1355.4733194113064,1250.87450667565,1312.9782232874288
2010/11/30,1243.0,1238.0,1355.4733194113064,1250.87450667565,1312.9782232874288
2010/12/1,1283.0,1243.0,1355.4733194113064,1250.87450667565,1312.9782232874288
2010/12/2,1279.75,1282.0,1355.4733194113064,1250.87450667565,1312.9782232874288
2010/12/3,1300.25,1278.0,1355.4733194113064,1250.87450667565,1312.9782232874288
2010/12/6,1288.5,1304.0,1355.4733194113064,1250.87450667565,1312.9782232874288
2010/12/7,1285.5,1288.5,1355.4733194113064,1250.87450667565,1312.9782232874288
2010/12/8,1296.0,1283.0,1355.4733194113064,1250.87450667565,1312.9782232874288
2010/12/9,1281.5,1296.0,1355.4733194113064,1250.87450667565,1312.9782232874288
2010/12/10,1273.0,1283.25,1359.6946381559662,1258.3423988810707,1346.0382383637498
2010/12/13,1302.5,1269.5,1359.6946381559662,1258.3423988810707,1346.0382383637498
2010/12/14,1296.0,1300.0,1359.6946381559662,1258.3423988810707,1346.0382383637498
2010/12/15,1296.5,1293.0,1359.6946381559662,1258.3423988810707,1346.0382383637498
2010/12/16,1289.0,1295.5,1359.6946381559662,1258.3423988810707,1346.0382383637498
2010/12/17,1298.75,1288.75,1359.6946381559662,1258.3423988810707,1346.0382383637498
2010/12/20,1315.25,1302.75,1359.6946381559662,1258.3423988810707,1346.0382383637498
2010/12/21,1326.25,1315.25,1359.6946381559662,1258.3423988810707,1346.0382383637498
2010/12/22,1328.75,1324.5,1359.6946381559662,1258.3423988810707,1346.0382383637498
2010/12/23,1349.5,1329.25,1359.6946381559662,1258.3423988810707,1346.0382383637498
2010/12/24,1349.5,1329.25,1359.6946381559662,1258.3423988810707,1346.0382383637498
2010/12/27,1373.0,1341.0,1359.6946381559662,1258.3423988810707,1346.0382383637498
2010/12/28,1375.75,1373.0,1359.6946381559662,1258.3423988810707,1346.0382383637498
2010/12/29,1366.0,1374.0,1359.6946381559662,1258.3423988810707,1346.0382383637498
2010/12/30,1366.0,1366.0,1359.6946381559662,1258.3423988810707,1346.0382383637498
2010/12/31,1393.75,1367.25,1359.6946381559662,1258.3423988810707,1346.0382383637498
2011/1/3,1370.25,1388.5,1359.6946381559662,1258.3423988810707,1346.0382383637498
2011/1/4,1361.0,1369.5,1359.6946381559662,1258.3423988810707,1346.0382383637498
2011/1/5,1386.0,1362.0,1359.6946381559662,1258.3423988810707,1346.0382383637498
2011/1/6,1369.5,1384.5,1359.6946381559662,1258.3423988810707,1346.0382383637498
2011/1/7,1357.75,1365.5,1359.6946381559662,1258.3423988810707,1346.0382383637498
2011/1/10,1373.25,1361.75,1359.6946381559662,1258.3423988810707,1346.0382383637498
2011/1/11,1350.5,1376.5,1359.6946381559662,1258.3423988810707,1346.0382383637498
2011/1/12,1409.0,1354.0,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/1/13,1410.0,1412.75,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/1/14,1406.5,1413.25,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/1/17,1406.5,1413.25,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/1/18,1413.25,1412.25,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/1/19,1411.5,1416.5,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/1/20,1414.25,1413.0,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/1/21,1412.25,1415.75,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/1/24,1404.5,1412.5,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/1/25,1374.5,1404.25,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/1/26,1385.5,1375.5,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/1/27,1399.5,1389.25,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/1/28,1398.0,1401.5,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/1/31,1413.0,1395.25,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/2/1,1438.0,1413.5,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/2/2,1444.0,1439.5,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/2/3,1435.5,1446.0,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/2/4,1433.5,1438.5,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/2/7,1424.5,1438.0,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/2/8,1434.25,1425.0,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/2/9,1451.0,1437.0,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/2/10,1433.0,1451.25,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/2/11,1416.0,1433.0,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/2/14,1402.75,1419.0,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/2/15,1368.0,1403.0,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/2/16,1366.0,1369.0,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/2/17,1404.5,1366.0,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/2/18,1368.0,1406.5,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/2/21,1368.0,1406.5,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/2/22,1298.0,1379.0,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/2/23,1320.0,1297.0,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/2/24,1318.25,1321.5,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/2/25,1365.5,1318.25,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/2/28,1357.25,1367.5,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/3/1,1367.5,1360.0,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/3/2,1387.25,1365.0,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/3/3,1405.5,1385.0,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/3/4,1407.75,1404.75,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/3/7,1387.75,1407.75,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/3/8,1375.5,1389.25,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/3/9,1344.0,1369.0,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/3/10,1348.75,1335.0,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/3/11,1326.5,1339.25,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/3/14,1329.0,1323.75,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/3/15,1270.0,1342.0,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/3/16,1287.0,1273.5,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/3/17,1335.25,1286.75,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/3/18,1362.5,1336.25,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/3/21,1363.0,1369.25,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/3/22,1365.5,1363.5,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/3/23,1351.25,1367.0,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/3/24,1354.5,1350.0,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/3/25,1358.25,1356.5,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/3/28,1348.5,1360.0,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/3/29,1361.5,1345.25,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/3/30,1372.0,1362.0,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/3/31,1410.25,1373.0,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/4/1,1393.75,1411.5,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/4/4,1384.0,1393.5,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/4/5,1373.25,1384.5,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/4/6,1376.5,1374.0,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/4/7,1363.5,1376.0,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/4/8,1392.25,1363.0,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/4/11,1368.5,1395.5,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/4/12,1329.75,1369.0,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/4/13,1333.5,1332.5,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/4/14,1331.0,1335.25,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/4/15,1331.75,1332.75,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/4/18,1344.25,1331.75,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/4/19,1342.0,1344.5,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/4/20,1357.75,1341.25,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/4/21,1380.5,1357.0,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/4/22,1380.5,1357.0,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/4/25,1389.5,1380.75,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/4/26,1382.75,1389.0,1411.0953048313193,1337.587048109857,1393.5152480648771
2011/4/27,1378.0,1382.75,1411.0953048313193,1337.587048109857,1393.5152480648771
